ai_050_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_001_002/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_004_001/cam_00 0005 0055 0065 0067 0070 0076 0095 0097
ai_016_009/cam_04 0045 0051 0052 0053 0054 0055 0056 0057
ai_048_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_015_005/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_037_001/cam_00 0030 0032 0033 0034 0035 0036 0037 0038
ai_018_008/cam_00 0072 0074 0076 0077 0079 0081 0082 0083
ai_015_003/cam_00 0003 0005 0007 0009 0010 0011 0012 0013
ai_037_010/cam_00 0078 0080 0082 0084 0085 0086 0087 0088
ai_010_009/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_007_002/cam_00 0054 0056 0058 0060 0062 0063 0064 0065
ai_023_006/cam_02 0027 0032 0036 0038 0040 0042 0043 0044
ai_051_003/cam_04 0039 0041 0042 0043 0044 0045 0046 0047
ai_052_006/cam_00 0021 0022 0025 0027 0028 0029 0030 0031
ai_050_005/cam_04 0067 0072 0073 0074 0075 0076 0077 0078
ai_053_018/cam_00 0072 0074 0076 0077 0078 0079 0080 0081
ai_044_007/cam_01 0027 0028 0031 0033 0034 0035 0036 0037
ai_004_006/cam_00 0054 0061 0062 0063 0064 0065 0066 0067
ai_029_003/cam_01 0024 0026 0027 0029 0031 0032 0033 0034
ai_004_007/cam_01 0054 0056 0057 0058 0059 0060 0061 0062
ai_042_001/cam_00 0078 0080 0082 0083 0084 0085 0086 0087
ai_047_002/cam_00 0098 0096 0085 0083 0082 0056 0050 0044
ai_016_009/cam_00 0052 0054 0056 0058 0059 0060 0061 0062
ai_035_006/cam_00 0021 0023 0026 0027 0028 0029 0030 0031
ai_048_009/cam_02 0036 0037 0039 0041 0043 0044 0045 0046
ai_014_003/cam_00 0027 0028 0030 0032 0033 0034 0035 0036
ai_009_002/cam_00 0078 0080 0081 0083 0085 0086 0087 0088
ai_016_009/cam_05 0083 0081 0077 0069 0068 0066 0056 0053
ai_053_017/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_010_002/cam_00 0082 0083 0085 0087 0089 0090 0091 0092
ai_037_001/cam_00 0014 0016 0017 0019 0022 0028 0076 0089
ai_048_002/cam_01 0045 0047 0048 0049 0050 0051 0052 0053
ai_051_002/cam_01 0036 0038 0040 0042 0044 0045 0046 0047
ai_045_001/cam_03 0089 0090 0092 0094 0096 0097 0098 0099
ai_015_003/cam_00 0051 0053 0055 0056 0058 0060 0061 0062
ai_039_005/cam_00 0044 0043 0041 0022 0019 0017 0016 0004
ai_022_009/cam_00 0009 0011 0013 0037 0038 0039 0040 0041
ai_044_010/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_043_003/cam_00 0098 0096 0093 0087 0086 0085 0055 0049
ai_050_003/cam_02 0003 0005 0007 0008 0009 0010 0011 0012
ai_011_005/cam_00 0026 0027 0028 0051 0052 0053 0054 0055
ai_027_004/cam_00 0024 0026 0028 0029 0030 0031 0032 0033
ai_045_010/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_047_007/cam_00 0036 0038 0040 0042 0043 0044 0045 0046
ai_048_002/cam_02 0003 0005 0007 0008 0009 0010 0011 0012
ai_048_009/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_021_003/cam_00 0040 0082 0083 0085 0093 0095 0097 0099
ai_008_003/cam_00 0035 0037 0039 0041 0044 0045 0046 0047
ai_044_005/cam_01 0069 0071 0073 0074 0075 0076 0077 0078
ai_032_001/cam_00 0021 0023 0026 0028 0029 0030 0031 0032
ai_027_004/cam_00 0098 0097 0091 0089 0086 0085 0083 0079
ai_007_010/cam_01 0010 0012 0014 0016 0018 0019 0020 0021
ai_021_009/cam_01 0087 0089 0091 0093 0095 0096 0097 0098
ai_051_005/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_046_008/cam_00 0058 0060 0061 0062 0063 0064 0065 0066
ai_045_001/cam_03 0086 0088 0090 0091 0092 0093 0094 0095
ai_022_007/cam_00 0061 0090 0091 0092 0093 0094 0095 0096
ai_048_005/cam_03 0066 0068 0070 0072 0073 0074 0075 0076
ai_050_003/cam_02 0019 0023 0024 0025 0026 0027 0028 0029
ai_007_004/cam_00 0078 0080 0081 0083 0085 0086 0087 0088
ai_048_005/cam_03 0057 0059 0060 0062 0064 0065 0066 0067
ai_027_010/cam_01 0051 0055 0056 0057 0058 0059 0060 0061
ai_046_003/cam_01 0059 0060 0062 0064 0066 0067 0068 0069
ai_029_001/cam_02 0002 0004 0014 0016 0017 0019 0022 0025
ai_016_009/cam_05 0055 0057 0059 0060 0061 0062 0063 0064
ai_027_003/cam_01 0070 0072 0074 0075 0076 0077 0078 0080
ai_003_008/cam_01 0085 0088 0092 0093 0094 0095 0096 0097
ai_011_008/cam_00 0081 0083 0085 0087 0088 0090 0092 0098
ai_037_004/cam_00 0015 0017 0018 0020 0021 0022 0023 0024
ai_022_005/cam_00 0019 0021 0028 0031 0033 0035 0036 0037
ai_034_001/cam_00 0036 0038 0040 0042 0043 0044 0045 0046
ai_050_004/cam_02 0076 0078 0080 0081 0082 0083 0084 0085
ai_033_001/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_007_008/cam_00 0012 0013 0014 0015 0016 0025 0026 0027
ai_054_009/cam_01 0066 0074 0075 0076 0077 0078 0079 0080
ai_045_004/cam_00 0001 0035 0038 0044 0093 0095 0097 0098
ai_042_003/cam_00 0050 0052 0064 0065 0071 0073 0076 0093
ai_046_008/cam_00 0043 0045 0047 0048 0050 0052 0054 0056
ai_013_007/cam_00 0005 0009 0014 0016 0037 0039 0040 0042
ai_006_009/cam_01 0033 0035 0037 0039 0041 0042 0043 0044
ai_053_004/cam_00 0014 0018 0019 0020 0021 0023 0025 0027
ai_009_005/cam_01 0070 0072 0074 0075 0076 0077 0078 0079
ai_023_007/cam_01 0063 0065 0067 0069 0070 0071 0072 0073
ai_051_002/cam_05 0054 0056 0058 0060 0062 0063 0064 0065
ai_004_007/cam_00 0038 0039 0041 0043 0045 0046 0047 0048
ai_006_002/cam_02 0087 0089 0091 0093 0094 0095 0096 0097
ai_046_004/cam_00 0006 0008 0009 0010 0011 0012 0013 0014
ai_050_005/cam_06 0069 0070 0072 0074 0076 0078 0079 0080
ai_036_007/cam_00 0012 0014 0017 0019 0027 0028 0029 0030
ai_023_008/cam_00 0033 0035 0037 0040 0041 0042 0043 0044
ai_032_001/cam_00 0017 0019 0025 0029 0034 0037 0061 0068
ai_002_002/cam_00 0039 0041 0043 0045 0046 0047 0048 0049
ai_055_001/cam_01 0030 0031 0032 0033 0034 0035 0036 0037
ai_029_002/cam_00 0044 0047 0053 0068 0071 0074 0079 0081
ai_053_009/cam_00 0033 0034 0036 0038 0039 0040 0041 0042
ai_050_004/cam_01 0003 0017 0018 0019 0020 0021 0022 0023
ai_039_005/cam_00 0048 0050 0052 0054 0055 0056 0057 0058
ai_042_005/cam_00 0003 0005 0014 0015 0016 0017 0018 0019
ai_043_007/cam_00 0063 0065 0067 0068 0069 0070 0071 0072
ai_051_005/cam_03 0037 0038 0040 0042 0044 0045 0046 0047
ai_030_005/cam_00 0072 0077 0078 0080 0082 0083 0084 0085
ai_055_005/cam_01 0045 0047 0048 0050 0052 0053 0054 0055
ai_008_002/cam_01 0012 0044 0053 0056 0062 0075 0077 0078
ai_037_001/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_005_008/cam_00 0054 0057 0067 0068 0069 0070 0071 0072
ai_045_001/cam_01 0048 0050 0051 0052 0053 0054 0055 0056
ai_023_002/cam_01 0054 0056 0057 0059 0063 0066 0067 0068
ai_050_005/cam_05 0051 0053 0054 0056 0057 0059 0061 0063
ai_047_001/cam_00 0003 0007 0008 0009 0010 0011 0012 0013
ai_005_008/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_050_003/cam_00 0081 0083 0085 0087 0088 0089 0090 0091
ai_001_002/cam_00 0076 0064 0044 0043 0041 0004 0002 0000
ai_003_008/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_009_005/cam_00 0051 0053 0055 0056 0057 0059 0061 0062
ai_033_004/cam_00 0010 0012 0014 0016 0018 0019 0020 0021
ai_050_001/cam_02 0092 0090 0088 0085 0082 0080 0068 0055
ai_030_002/cam_00 0060 0092 0093 0094 0095 0096 0097 0098
ai_018_002/cam_00 0057 0059 0061 0062 0063 0064 0065 0066
ai_036_001/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_007_008/cam_00 0026 0055 0062 0080 0082 0095 0097 0099
ai_045_006/cam_00 0049 0051 0054 0081 0093 0095 0097 0099
ai_035_007/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_048_009/cam_01 0002 0004 0010 0013 0031 0041 0043 0046
ai_001_004/cam_00 0051 0060 0061 0062 0063 0064 0065 0066
ai_053_001/cam_00 0057 0059 0061 0062 0063 0064 0065 0066
ai_018_006/cam_01 0084 0087 0088 0089 0090 0091 0092 0093
ai_044_009/cam_00 0069 0071 0073 0074 0079 0080 0081 0082
ai_053_017/cam_00 0087 0089 0090 0092 0094 0095 0096 0097
ai_016_009/cam_04 0054 0056 0058 0059 0060 0061 0062 0063
ai_027_009/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_034_005/cam_00 0018 0019 0021 0023 0024 0025 0026 0027
ai_018_006/cam_00 0060 0061 0063 0071 0073 0074 0075 0076
ai_028_004/cam_00 0081 0083 0087 0088 0090 0091 0092 0093
ai_051_005/cam_02 0002 0004 0044 0045 0047 0049 0059 0061
ai_032_009/cam_00 0009 0011 0013 0015 0016 0017 0018 0021
ai_029_002/cam_01 0045 0047 0048 0049 0050 0051 0052 0053
ai_008_002/cam_01 0082 0084 0088 0089 0090 0091 0092 0093
ai_050_003/cam_04 0012 0014 0016 0018 0019 0020 0021 0022
ai_036_002/cam_00 0069 0070 0072 0074 0075 0076 0077 0078
ai_017_008/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_012_001/cam_00 0002 0004 0010 0013 0016 0046 0058 0065
ai_027_007/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_050_004/cam_01 0005 0061 0067 0082 0085 0095 0096 0098
ai_030_004/cam_00 0076 0077 0079 0081 0083 0084 0085 0086
ai_007_004/cam_02 0078 0080 0082 0084 0085 0086 0087 0088
ai_006_009/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_030_003/cam_00 0060 0062 0064 0065 0066 0067 0068 0069
ai_001_002/cam_01 0070 0071 0072 0073 0074 0076 0079 0080
ai_051_003/cam_00 0002 0004 0014 0016 0019 0028 0041 0043
ai_009_002/cam_00 0045 0046 0048 0050 0051 0052 0053 0054
ai_048_002/cam_03 0009 0011 0013 0015 0017 0018 0019 0020
ai_004_002/cam_00 0056 0058 0062 0071 0074 0075 0082 0093
ai_010_001/cam_00 0098 0095 0093 0088 0082 0079 0076 0074
ai_028_004/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_045_004/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_016_009/cam_04 0003 0005 0007 0008 0009 0010 0011 0012
ai_008_001/cam_03 0000 0001 0002 0003 0004 0005 0006 0007
ai_027_007/cam_02 0018 0020 0022 0024 0025 0026 0027 0028
ai_048_003/cam_03 0086 0089 0091 0093 0095 0097 0098 0099
ai_008_002/cam_00 0039 0042 0044 0046 0048 0049 0050 0051
ai_029_005/cam_00 0095 0094 0091 0086 0043 0041 0039 0038
ai_001_007/cam_00 0006 0015 0016 0017 0018 0019 0020 0021
ai_035_002/cam_00 0083 0052 0046 0044 0042 0041 0034 0028
ai_026_013/cam_03 0037 0039 0040 0041 0043 0044 0045 0046
ai_048_002/cam_01 0024 0026 0027 0029 0031 0032 0033 0034
ai_028_004/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_013_007/cam_00 0026 0028 0030 0033 0035 0037 0038 0039
ai_017_010/cam_01 0025 0027 0028 0030 0032 0033 0034 0035
ai_050_005/cam_00 0052 0050 0034 0032 0017 0016 0014 0000
ai_023_007/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_036_010/cam_00 0078 0081 0083 0085 0086 0087 0088 0090
ai_006_001/cam_01 0030 0033 0035 0037 0038 0039 0040 0041
ai_052_004/cam_00 0065 0067 0077 0093 0095 0097 0098 0099
ai_033_009/cam_00 0081 0082 0084 0086 0092 0093 0095 0099
ai_001_004/cam_00 0078 0080 0081 0082 0083 0085 0087 0089
ai_053_006/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_006_009/cam_02 0056 0058 0061 0062 0063 0064 0065 0066
ai_004_002/cam_00 0051 0053 0055 0056 0057 0058 0059 0060
ai_034_001/cam_02 0002 0004 0014 0016 0017 0019 0022 0028
ai_008_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_018_006/cam_01 0018 0020 0021 0022 0023 0024 0025 0026
ai_041_005/cam_00 0081 0082 0084 0086 0088 0089 0090 0091
ai_017_005/cam_00 0002 0004 0014 0017 0019 0022 0044 0046
ai_009_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_006_009/cam_01 0030 0032 0034 0036 0037 0038 0039 0040
ai_037_006/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_004_006/cam_01 0025 0027 0028 0031 0033 0034 0035 0036
ai_032_005/cam_00 0081 0085 0086 0087 0088 0089 0090 0091
ai_044_006/cam_01 0045 0047 0049 0056 0057 0058 0059 0060
ai_036_005/cam_00 0066 0068 0070 0072 0073 0074 0075 0076
ai_053_016/cam_00 0069 0070 0072 0074 0079 0080 0081 0082
ai_042_001/cam_01 0032 0034 0044 0046 0050 0052 0055 0059
ai_045_005/cam_02 0084 0087 0089 0090 0092 0093 0094 0095
ai_007_004/cam_02 0033 0035 0037 0038 0039 0040 0041 0042
ai_019_003/cam_00 0042 0044 0046 0048 0050 0051 0052 0053
ai_053_020/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_048_003/cam_02 0098 0097 0092 0090 0073 0071 0070 0055
ai_050_001/cam_00 0051 0053 0055 0056 0057 0058 0059 0060
ai_015_009/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_053_012/cam_00 0006 0008 0010 0012 0014 0015 0016 0017
ai_046_002/cam_00 0090 0091 0093 0095 0096 0097 0098 0099
ai_042_004/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_006_006/cam_02 0036 0039 0041 0043 0048 0053 0057 0059
ai_054_001/cam_00 0060 0062 0064 0066 0068 0070 0071 0072
ai_045_005/cam_02 0054 0056 0060 0061 0062 0063 0064 0065
ai_036_003/cam_03 0005 0022 0024 0026 0028 0030 0032 0034
ai_037_001/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_034_005/cam_00 0042 0043 0045 0047 0049 0050 0051 0052
ai_046_002/cam_01 0021 0023 0024 0025 0026 0027 0028 0029
ai_016_009/cam_04 0027 0029 0031 0033 0035 0037 0038 0039
ai_044_002/cam_01 0021 0023 0025 0027 0028 0029 0030 0031
ai_044_002/cam_01 0089 0091 0092 0094 0096 0097 0098 0099
ai_046_003/cam_01 0083 0085 0087 0089 0090 0091 0092 0093
ai_052_006/cam_00 0030 0032 0033 0035 0037 0039 0040 0041
ai_030_005/cam_00 0069 0071 0076 0078 0079 0080 0081 0082
ai_048_002/cam_02 0057 0059 0061 0062 0063 0064 0065 0066
ai_035_010/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_054_002/cam_01 0060 0061 0063 0065 0066 0067 0068 0069
ai_053_018/cam_00 0090 0091 0093 0094 0095 0096 0097 0098
ai_048_005/cam_02 0063 0066 0069 0071 0073 0074 0075 0076
ai_045_001/cam_00 0006 0008 0009 0010 0011 0012 0014 0016
ai_051_005/cam_01 0087 0089 0091 0092 0094 0096 0097 0098
ai_048_003/cam_01 0087 0088 0089 0090 0091 0092 0093 0094
ai_050_004/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_027_010/cam_00 0071 0073 0088 0092 0094 0095 0097 0099
ai_003_004/cam_01 0085 0087 0088 0090 0092 0093 0094 0095
ai_002_008/cam_00 0012 0014 0016 0018 0021 0022 0023 0024
ai_051_002/cam_02 0048 0063 0064 0065 0067 0068 0069 0070
ai_002_006/cam_00 0033 0034 0035 0036 0037 0038 0039 0040
ai_021_009/cam_01 0078 0080 0081 0082 0083 0084 0085 0086
ai_029_005/cam_00 0051 0053 0055 0056 0057 0058 0059 0060
ai_017_010/cam_01 0098 0096 0094 0056 0053 0050 0045 0044
ai_002_007/cam_00 0030 0033 0035 0036 0037 0038 0039 0040
ai_028_004/cam_00 0060 0061 0063 0065 0069 0070 0071 0073
ai_055_001/cam_00 0054 0056 0057 0059 0061 0062 0063 0064
ai_030_009/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_053_009/cam_00 0075 0077 0079 0081 0082 0083 0084 0085
ai_028_001/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_022_002/cam_00 0030 0060 0061 0062 0063 0064 0065 0066
ai_044_007/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_051_002/cam_06 0066 0068 0070 0071 0073 0075 0076 0077
ai_008_003/cam_00 0081 0083 0094 0095 0096 0097 0098 0099
ai_018_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_051_003/cam_02 0066 0067 0069 0071 0073 0074 0075 0076
ai_054_010/cam_00 0038 0040 0041 0043 0050 0052 0058 0065
ai_054_001/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_053_008/cam_00 0033 0035 0037 0039 0041 0042 0043 0044
ai_043_008/cam_01 0087 0089 0090 0091 0092 0093 0095 0097
ai_051_003/cam_02 0030 0032 0037 0039 0040 0042 0043 0044
ai_008_003/cam_01 0037 0039 0041 0042 0044 0045 0046 0047
ai_017_003/cam_00 0030 0032 0033 0035 0037 0038 0039 0040
ai_016_006/cam_00 0066 0068 0070 0071 0072 0073 0074 0075
ai_005_009/cam_00 0086 0088 0091 0092 0094 0096 0098 0099
ai_026_001/cam_00 0066 0067 0069 0071 0072 0073 0074 0075
ai_050_001/cam_02 0033 0035 0037 0039 0040 0041 0042 0043
ai_048_006/cam_00 0030 0032 0033 0035 0037 0038 0039 0040
ai_003_002/cam_00 0048 0050 0052 0054 0055 0056 0057 0058
ai_005_008/cam_00 0059 0061 0064 0074 0076 0079 0080 0082
ai_047_004/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_008_002/cam_00 0066 0067 0069 0071 0073 0074 0075 0076
ai_052_002/cam_00 0043 0045 0047 0048 0049 0050 0051 0052
ai_039_008/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_029_005/cam_00 0063 0065 0066 0067 0068 0069 0070 0071
ai_045_005/cam_03 0052 0056 0058 0060 0061 0062 0063 0064
ai_045_004/cam_01 0054 0056 0058 0059 0060 0061 0062 0063
ai_018_008/cam_00 0030 0032 0034 0036 0037 0038 0039 0040
ai_050_004/cam_04 0071 0070 0067 0064 0062 0055 0047 0043
ai_036_005/cam_00 0087 0089 0091 0092 0093 0094 0095 0096
ai_008_003/cam_01 0001 0002 0003 0004 0005 0006 0007 0008
ai_052_008/cam_01 0069 0071 0072 0074 0076 0077 0078 0079
ai_048_007/cam_00 0064 0066 0068 0070 0071 0072 0073 0074
ai_012_004/cam_00 0001 0037 0043 0058 0074 0076 0079 0097
ai_001_009/cam_00 0027 0029 0030 0031 0032 0033 0034 0035
ai_043_005/cam_00 0057 0060 0061 0062 0063 0064 0065 0066
ai_030_003/cam_00 0009 0011 0013 0016 0017 0018 0019 0020
ai_017_010/cam_02 0095 0090 0088 0066 0065 0052 0050 0049
ai_045_004/cam_01 0050 0052 0055 0065 0068 0071 0093 0095
ai_006_002/cam_01 0027 0031 0033 0034 0036 0038 0039 0040
ai_048_003/cam_01 0066 0068 0069 0070 0071 0072 0073 0074
ai_043_006/cam_01 0008 0011 0013 0034 0035 0036 0037 0038
ai_028_004/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_055_001/cam_01 0011 0013 0016 0017 0032 0034 0063 0065
ai_044_005/cam_01 0039 0041 0042 0043 0045 0046 0047 0048
ai_055_006/cam_00 0045 0047 0048 0049 0050 0051 0052 0053
ai_027_004/cam_00 0075 0076 0078 0080 0082 0083 0084 0085
ai_050_003/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_051_002/cam_07 0020 0022 0026 0027 0028 0029 0030 0031
ai_015_009/cam_00 0069 0071 0073 0075 0076 0077 0078 0079
ai_027_004/cam_02 0071 0073 0077 0079 0083 0085 0086 0088
ai_030_010/cam_00 0095 0077 0066 0059 0057 0053 0051 0050
ai_004_006/cam_01 0007 0009 0011 0013 0014 0015 0016 0017
ai_002_001/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_013_007/cam_00 0057 0058 0059 0060 0061 0062 0063 0064
ai_004_001/cam_01 0061 0063 0064 0066 0068 0069 0070 0071
ai_041_005/cam_01 0087 0089 0091 0092 0093 0094 0095 0096
ai_021_008/cam_00 0057 0059 0060 0062 0064 0065 0066 0067
ai_021_009/cam_00 0078 0080 0082 0083 0084 0085 0086 0087
ai_054_003/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_016_005/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_028_004/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_017_002/cam_00 0014 0016 0023 0025 0028 0034 0046 0059
ai_009_004/cam_00 0048 0050 0052 0054 0055 0056 0057 0058
ai_008_008/cam_01 0084 0086 0092 0094 0096 0097 0098 0099
ai_018_007/cam_01 0049 0050 0051 0052 0054 0056 0057 0058
ai_006_006/cam_00 0089 0091 0093 0095 0096 0097 0098 0099
ai_006_009/cam_02 0004 0006 0008 0009 0010 0011 0012 0013
ai_047_005/cam_00 0018 0020 0022 0023 0024 0025 0026 0027
ai_051_002/cam_06 0062 0077 0079 0089 0091 0092 0094 0096
ai_013_009/cam_00 0006 0008 0029 0030 0031 0032 0033 0034
ai_004_008/cam_00 0072 0074 0076 0078 0079 0080 0081 0082
ai_054_009/cam_01 0069 0071 0074 0076 0078 0080 0081 0082
ai_055_010/cam_01 0075 0085 0086 0087 0088 0089 0090 0091
ai_035_007/cam_00 0063 0064 0065 0066 0067 0068 0069 0070
ai_012_010/cam_00 0098 0097 0096 0093 0091 0090 0088 0086
ai_034_001/cam_00 0048 0050 0052 0053 0054 0056 0057 0058
ai_009_003/cam_00 0048 0050 0051 0052 0053 0054 0055 0056
ai_026_019/cam_00 0039 0042 0044 0046 0048 0049 0050 0051
ai_006_001/cam_00 0087 0089 0091 0093 0094 0095 0096 0097
ai_006_008/cam_00 0069 0071 0072 0074 0076 0077 0078 0079
ai_047_001/cam_00 0042 0044 0045 0047 0049 0050 0051 0052
ai_048_006/cam_02 0015 0017 0018 0019 0022 0024 0025 0026
ai_039_007/cam_00 0087 0089 0090 0092 0094 0095 0096 0097
ai_023_007/cam_00 0024 0026 0027 0028 0029 0030 0031 0032
ai_007_008/cam_01 0082 0084 0086 0088 0089 0090 0091 0092
ai_046_002/cam_00 0006 0008 0011 0013 0014 0015 0016 0017
ai_010_008/cam_00 0089 0067 0061 0058 0056 0055 0053 0043
ai_045_001/cam_02 0039 0041 0043 0045 0047 0048 0049 0050
ai_019_004/cam_00 0002 0004 0008 0010 0014 0016 0020 0022
ai_033_001/cam_00 0012 0013 0015 0017 0020 0021 0022 0023
ai_048_006/cam_01 0043 0044 0047 0048 0049 0050 0051 0052
ai_027_009/cam_00 0034 0036 0038 0040 0041 0042 0043 0044
ai_028_009/cam_00 0022 0024 0025 0026 0029 0049 0050 0051
ai_009_004/cam_00 0026 0028 0030 0032 0033 0034 0035 0036
ai_019_003/cam_00 0003 0011 0012 0013 0014 0015 0016 0017
ai_048_007/cam_03 0000 0001 0002 0003 0004 0005 0006 0007
ai_001_001/cam_00 0027 0028 0029 0042 0043 0044 0045 0046
ai_029_003/cam_00 0072 0074 0076 0077 0078 0079 0080 0081
ai_027_007/cam_02 0005 0008 0010 0012 0014 0017 0019 0025
ai_021_008/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_018_008/cam_01 0006 0008 0009 0010 0011 0012 0013 0014
ai_017_008/cam_01 0084 0086 0088 0090 0091 0092 0093 0094
ai_006_001/cam_00 0063 0065 0067 0069 0070 0071 0072 0073
ai_011_008/cam_00 0045 0047 0048 0050 0052 0053 0054 0055
ai_047_004/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_009_005/cam_01 0049 0051 0053 0055 0057 0058 0059 0060
ai_027_006/cam_02 0039 0041 0043 0045 0046 0047 0048 0049
ai_021_008/cam_01 0002 0004 0005 0007 0010 0017 0019 0029
ai_044_006/cam_01 0039 0041 0043 0044 0045 0046 0047 0048
ai_054_001/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_045_010/cam_01 0063 0065 0067 0068 0069 0070 0071 0072
ai_035_006/cam_00 0030 0046 0047 0048 0049 0050 0051 0052
ai_042_002/cam_00 0058 0081 0082 0083 0084 0085 0086 0087
ai_008_001/cam_00 0047 0062 0064 0068 0070 0074 0076 0088
ai_017_010/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_050_005/cam_02 0009 0011 0013 0015 0017 0018 0019 0020
ai_048_002/cam_00 0003 0005 0008 0009 0010 0011 0012 0013
ai_018_010/cam_01 0048 0049 0051 0053 0055 0056 0057 0058
ai_051_005/cam_03 0052 0053 0055 0057 0059 0060 0061 0062
ai_002_003/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_027_004/cam_02 0018 0020 0021 0022 0023 0024 0025 0026
ai_001_004/cam_00 0009 0011 0013 0014 0016 0018 0019 0020
ai_002_003/cam_00 0045 0046 0048 0050 0052 0053 0054 0055
ai_022_004/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_048_002/cam_00 0009 0011 0013 0014 0016 0018 0019 0020
ai_035_010/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_021_008/cam_01 0098 0092 0090 0082 0076 0074 0073 0071
ai_028_003/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_034_001/cam_02 0062 0079 0083 0085 0088 0090 0092 0095
ai_019_002/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_046_002/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_019_002/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_010_005/cam_00 0033 0035 0037 0039 0041 0042 0043 0044
ai_051_002/cam_07 0050 0064 0065 0066 0068 0069 0070 0071
ai_007_007/cam_01 0043 0045 0046 0048 0051 0057 0070 0078
ai_018_003/cam_00 0033 0035 0037 0086 0087 0088 0089 0090
ai_016_009/cam_02 0042 0044 0046 0048 0050 0051 0052 0053
ai_011_009/cam_01 0076 0078 0080 0082 0083 0084 0085 0086
ai_018_009/cam_00 0033 0034 0037 0039 0041 0042 0043 0044
ai_048_005/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_054_006/cam_00 0081 0083 0085 0086 0087 0088 0089 0090
ai_037_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_053_004/cam_00 0047 0049 0050 0051 0052 0053 0054 0055
ai_033_009/cam_00 0012 0013 0015 0016 0020 0022 0024 0025
ai_037_005/cam_00 0036 0039 0041 0043 0044 0045 0046 0047
ai_026_004/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_026_014/cam_00 0060 0062 0064 0065 0066 0067 0068 0069
ai_010_008/cam_00 0072 0074 0076 0078 0080 0081 0082 0083
